50
50
37,24,-40,52,-98,76,11,-99,11,-2,-76,63,79,81,50,86,-93,100,-23,87,44,-41,-27,100,23,88,-12,-28,-89,52,65,50,-89,-19,-99,91,-99,24,-36,69,81,-73,-2,-26,4,-53,60,48,-77,52
-34,41,-74,-24,-15,-20,50,49,-28,26,17,-94,46,-17,-73,9,52,-93,-90,-99,71,-60,-86,-15,-19,84,-52,82,43,-29,-70,-78,-16,-10,72,-13,-68,66,35,54,94,3,1,89,90,74,-85,55,76,-60
61,46,29,-57,18,15,-48,48,87,29,-3,-42,-74,3,87,-69,89,-41,-79,-11,-11,89,95,-36,-57,-59,-4,-54,62,76,-98,-70,75,89,-79,34,-23,-95,-8,48,8,-86,-13,-76,86,80,-19,70,-77,-56
-64,14,77,-56,32,67,81,54,76,-58,-26,4,-4,11,20,-78,-38,-24,-21,93,-32,49,-54,92,66,89,67,0,35,95,-43,49,-95,11,-13,58,-71,-73,4,38,-63,-85,64,5,-49,-92,-73,-34,10,-18
-62,11,31,-64,-3,-54,57,-74,61,36,23,-1,-24,-42,-98,3,70,-12,74,40,46,-58,-67,49,96,82,-64,79,-82,38,-85,99,81,-10,47,-55,-90,-48,-59,53,-84,-15,72,-62,-75,-86,-37,-36,-60,4
87,-85,-4,37,-57,83,60,-74,47,-85,-36,-74,-20,64,73,37,27,86,-76,25,30,99,1,-90,-31,82,13,-36,3,5,33,-80,58,-7,53,59,17,-64,68,-43,-42,-25,-7,27,-27,-80,43,-11,71,-27
-80,48,67,56,-99,-61,-83,34,-21,71,-40,-95,-89,57,-94,40,-62,-66,75,-43,40,-18,-73,18,-20,-81,74,49,2,-92,-88,15,58,-80,-14,-99,-67,-1,78,14,98,22,28,38,-29,-25,1,88,-94,43
7,19,94,25,-62,30,18,53,-11,32,-21,-100,-77,80,82,-35,-84,99,100,45,-40,37,74,-35,12,61,-62,53,36,-95,40,-6,-37,36,81,3,-39,-75,-53,72,52,-92,33,74,60,81,56,-48,8,-31
-49,23,-8,44,-89,-100,39,87,42,-17,-53,-92,22,23,-69,-50,-45,11,-89,96,9,77,30,-16,-1,-29,47,14,53,-87,46,0,2,-82,79,-24,74,60,13,78,32,30,61,45,-32,38,15,-10,93,34
76,79,1,-2,67,36,51,28,94,73,97,-9,88,10,-2,-11,84,-89,63,67,28,-39,57,-1,35,84,47,-88,50,95,17,-37,79,-31,-28,-26,-80,67,5,57,-43,65,-49,-57,73,45,82,37,-99,-2
-6,1,-61,23,16,28,27,94,-37,-49,52,-76,-81,95,89,-58,15,-96,53,-31,-49,6,-19,49,61,23,-8,96,32,87,-74,-32,32,60,23,-23,65,2,-90,15,34,-4,59,48,48,-81,-66,-50,-44,17
88,99,-82,-41,50,-63,99,28,-74,-73,4,27,25,-19,-29,-70,-64,17,-68,-71,-79,55,90,1,-79,47,56,-68,2,31,7,-40,79,57,57,-59,72,-89,23,-84,-83,39,-53,74,-8,-35,20,-62,94,-24
94,-83,74,91,-68,-50,-98,-9,-7,20,-22,-13,88,33,87,19,30,-59,-9,-63,61,-58,-42,65,-98,13,-40,34,-95,-13,-85,33,-92,-34,-86,-9,-12,-100,54,46,-45,25,-29,-82,-58,0,41,-19,11,-70
48,-57,56,-67,-98,1,8,-32,-80,62,-4,54,73,-58,2,10,50,-40,79,-97,70,-9,-49,-87,-93,-89,-73,71,1,-43,-33,-58,-71,12,-97,41,-21,-66,54,45,-47,28,94,61,-77,-26,-39,-46,-90,7
-1,62,-39,14,1,16,89,33,-76,11,-79,68,74,-46,-5,-89,-28,26,-1,-35,52,83,-41,22,-35,-92,-96,-64,-21,-24,2,63,-3,-61,38,-94,3,3,-86,28,-24,-17,60,38,23,90,32,-27,-16,-70
-50,77,-44,-48,-31,-31,76,32,0,-73,-54,-71,-6,72,-96,63,-86,17,-81,-15,27,38,37,-90,12,8,-64,-19,32,42,46,11,-85,92,-40,65,33,28,44,76,8,-3,-6,-86,16,25,31,43,22,-17
50
50
53,39,17,-52,13,50,-18,-91,46,-48,23,-99,-21,28,5,94,28,-1,-34,63,-66,-45,15,87,-83,-16,9,-46,-80,-63,-94,-62,-67,-43,-39,86,-83,61,-54,-38,48,-84,-41,-73,-72,9,-94,-71,-72,-60
-17,-78,-89,70,-53,62,-67,94,76,37,70,-41,-37,-46,73,-81,8,88,52,-81,23,-98,26,-30,-93,5,-54,73,91,13,89,-45,-45,-95,69,51,-56,92,84,-63,-12,-52,-15,-71,-57,-74,57,58,77,16
0,-82,-29,-20,47,67,-68,84,1,83,-97,-36,58,70,63,30,-39,-18,54,-57,-75,-100,-52,27,-59,-79,46,61,87,97,-63,-61,39,16,57,84,-33,-17,26,76,-3,-34,57,-48,-81,98,-32,-17,49,-15
7,-9,63,44,96,-53,-17,-8,-16,14,48,-72,-93,9,-90,-39,24,-31,60,-40,37,-42,-5,81,-92,33,98,-8,11,-99,86,-86,-1,75,-75,91,-93,-5,80,-6,71,72,74,73,-99,37,55,-41,45,-18
-93,-32,-71,99,47,-67,14,-79,48,86,46,-85,-90,25,-28,-27,53,17,55,-18,31,-83,73,-22,29,-77,-83,2,-8,-84,-53,-27,30,64,68,-82,72,15,-83,-15,-98,-34,94,96,-46,-19,25,71,69,28
-39,19,85,65,39,14,15,-54,-87,-2,-94,72,68,73,0,-88,-16,22,-42,-65,-5,79,-45,5,23,82,41,-39,44,-83,94,33,-26,59,-27,-55,-73,74,70,31,40,-38,26,-77,55,-62,-95,100,-99,-62
-81,-83,-41,-59,-91,73,-42,30,68,-48,6,-97,99,81,-61,-36,-38,-82,16,99,-54,79,-72,-6,-47,71,-90,-27,58,18,14,93,-39,59,-17,-75,-66,49,-40,-9,36,96,14,-49,58,-40,10,-66,-59,-47
75,-95,72,38,52,-82,8,-60,53,-62,29,-38,-29,-85,45,92,-25,-46,58,-20,-15,26,-48,18,38,-8,94,-50,-67,48,-36,52,-90,-33,-96,-93,-7,-92,-82,78,-5,70,-84,-43,31,-75,-60,83,19,88
88,1,6,39,-83,-37,71,56,-37,27,8,3,34,61,84,99,-23,39,-76,99,-48,-36,68,20,-68,72,59,13,13,-54,-80,-43,-15,-82,-59,21,-70,34,82,-38,73,-58,63,-52,91,-93,-3,-95,35,-2
-98,-73,39,78,-29,-47,-74,73,71,38,94,32,45,90,-17,58,-50,40,-62,53,65,-59,39,-52,11,79,-79,61,-62,-18,38,-5,44,97,96,-37,-73,-73,-10,-31,55,8,-16,11,74,-1,-22,-59,-44,-72
56,23,35,-14,92,-85,-68,-60,-39,5,30,-8,84,41,22,2,58,30,-98,-2,25,-3,-21,-47,83,68,-81,24,-30,-47,-15,-80,-28,5,34,44,23,23,70,-75,-30,43,72,36,-18,-32,24,-97,74,10
-4,-87,49,99,-73,-59,98,-18,-55,-83,70,39,-52,89,-50,16,-84,62,-4,9,-11,-61,-13,-62,-34,-89,9,-9,-7,-51,-87,70,1,-12,53,88,-39,-49,19,-47,-30,-84,-25,-24,60,-9,-57,89,-60,24
22,-55,-70,89,76,28,69,-25,70,-50,-34,63,-44,-72,-50,-91,61,53,49,2,-67,94,93,-56,-8,24,-47,35,-33,78,58,-60,85,-66,40,2,-81,-1,0,87,10,22,-62,-91,-7,83,-62,44,-81,35
-80,-37,-23,-50,-86,7,-27,24,-8,23,13,-95,72,-5,-89,3,44,46,8,38,-25,-19,-56,78,-93,-76,32,63,-5,-5,46,-26,48,-56,51,-41,-15,68,27,100,-13,-38,-53,82,-49,73,-48,-36,36,73
-54,52,-64,-87,-80,96,-62,68,-20,-72,-89,87,67,93,52,48,-31,74,-27,-42,22,22,-29,-96,-42,23,52,29,-42,24,-9,83,-3,-62,28,-88,-68,23,-38,49,38,-23,92,-84,-21,77,41,-36,48,70
47,-84,73,73,-64,-79,-36,-34,-10,-70,100,72,79,-76,84,-91,74,25,-14,53,-100,-42,53,37,44,89,48,-89,-78,51,-50,38,2,12,7,-54,-36,8,30,92,-65,-23,20,12,-16,-40,24,40,91,-65
-60,14,76,-4,-69,-26,68,-31,25,58,-53,2,-94,-1,-86,92,21,66,-77,82,78,67,-85,-79,-43,-92,-50,82,19,34,-83,3,87,-36,-98,56,78,-25,-53,-28,67,-100,65,65,4,100,54,20,-27,70
-30,-45,-1,-69,-72,23,36,15,-5,11,70,56,-69,48,77,65,-37,48,12,-28,93,45,36,75,87,-77,-76,30,-73,20,-66,-85,55,85,-86,-89,-73,-23,88,1,-60,-4,11,-64,-17,68,-31,-56,56,-91
59,45,-39,29,-27,57,-42,-87,-29,-62,83,20,4,1,-41,-81,-31,32,-45,65,-21,50,-81,54,28,-30,65,21,-8,55,-100,-86,65,1,15,-97,-4,50,68,74,19,-23,75,-79,-99,66,-14,78,-5,23
-48,19,86,-10,36,-33,92,-27,91,-19,-57,54,-47,-25,-10,-41,27,42,37,-60,91,-39,87,38,50,-40,-47,33,-98,-90,30,-17,-91,43,52,88,81,57,52,90,50,74,28,9,40,-96,-64,-88,-34,83
-96,53,-10,-19,-83,80,64,39,65,-79,-12,0,-59,1,54,-98,65,-87,-34,83,-79,75,80,92,-60,-2,-94,-47,83,90,-11,91,4,81,52,35,94,-52,5,-35,96,-9,-27,-90,-21,83,-73,-56,-58,2
-37,36,-84,-59,-31,2,29,-98,2,90,26,-22,-67,71,-59,99,6,31,-40,79,-66,93,54,-59,12,19,13,27,-49,80,-28,-75,60,1,-33,-77,28,-57,74,47,81,54,85,59,-36,-97,43,-6,65,89
50,-90,90,-25,20,39,-48,40,-22,-43,-40,-9,-9,-73,7,73,-93,-80,65,55,97,2,-90,38,4,29,-99,-28,-96,-94,18,47,-86,19,22,17,91,-8,44,42,17,17,-11,51,77,0,-19,-13,1,-52
-50,45,87,-69,73,97,-65,-56,58,-8,52,-18,-84,-94,14,-59,94,-60,35,29,-1,89,60,-32,-96,-68,-84,78,-3,27,-4,99,-26,-89,-1,-96,-34,12,62,-98,93,43,94,-34,88,-27,-38,-4,-21,97
61,100,-24,-82,-55,-83,65,-91,43,59,-31,-13,10,57,53,-100,-20,36,37,-19,-7,-68,100,-39,74,7,63,-55,48,-12,-34,-94,-10,69,93,-55,9,-100,-24,5,50,86,28,-35,-71,-54,39,-48,-76,91
91,6,66,-91,91,-27,88,-26,-16,45,18,98,-13,-98,-31,41,-68,-86,-48,14,93,-54,-62,21,-19,37,-61,-54,-69,-84,-20,20,-9,53,64,-8,94,32,44,-14,-38,-72,40,-33,100,50,50,71,-39,36
15,93,48,-11,84,39,83,17,-35,60,-17,-76,68,-78,78,90,-80,-41,-84,-20,-47,-89,-92,16,-30,-58,-99,33,32,-21,-12,34,89,-50,-27,84,-60,34,-98,15,39,-27,-3,-33,23,91,24,-72,75,56
32,68,19,-82,-51,23,34,-78,89,31,-14,-33,14,-45,24,-95,95,-5,40,38,81,-66,-93,-5,89,97,67,95,44,-14,97,-97,88,-5,-72,16,62,69,-68,95,-45,-39,74,48,-58,80,2,77,-96,30
88,98,8,-12,10,56,57,41,66,90,-81,-3,82,-37,-29,-26,-20,-43,-67,-25,-33,-97,-53,20,-68,-51,-23,-10,-42,93,81,45,-21,-21,-8,-83,9,39,22,2,-92,20,-19,-55,21,45,-4,-13,19,75
-31,-21,83,-13,-44,-22,0,-58,-60,25,49,91,65,62,21,-76,-47,-12,-28,42,1,28,-5,-52,47,-29,-34,45,-31,-97,73,-19,19,13,95,19,30,36,-35,-16,56,93,-28,-66,-16,17,-91,-63,-58,-73
47,-8,81,55,-85,-87,-90,-8,-74,-73,82,-20,4,63,0,60,-43,96,-12,-29,22,-50,76,73,-42,44,57,-35,-2,82,30,78,12,31,34,43,42,31,86,33,-13,22,-61,-20,75,18,25,-90,-74,77
15,-11,-100,40,-9,75,-67,66,42,-36,-7,-35,22,-94,13,8,18,69,-73,23,-99,66,0,-89,-83,0,29,-83,90,23,-13,96,37,53,-82,-32,-34,-1,1,78,3,39,77,55,38,-11,-69,88,-70,-68
65,-17,5,-100,69,-95,-42,-6,-94,6,15,47,13,-16,-89,-3,4,-43,9,29,-11,86,-29,7,24,-21,69,-49,-96,-69,-96,89,92,-8,-43,-77,32,-26,58,-34,39,38,-19,-87,-52,-31,54,-51,50,-11
76,24,-38,-35,-6,-85,2,6,-93,-69,-70,39,79,23,41,-80,-74,59,-20,-34,-87,-86,-15,9,25,-51,-6,43,42,-63,33,-4,33,-60,60,-14,90,-14,17,-52,99,-69,80,11,11,55,-1,-43,-10,28
96,52,-3,9,77,11,94,13,-19,-84,32,-68,81,-33,16,71,-28,-83,-29,56,-85,100,92,-19,-24,11,-99,0,-92,-41,68,21,-43,-37,-82,2,5,95,-29,-95,50,-29,-14,-13,16,70,-59,-45,10,-89
-18,36,61,93,21,19,84,-16,-82,-76,-57,44,-47,-84,-7,-22,10,-48,92,-5,-10,-3,36,63,-94,-62,71,67,-30,9,14,30,-4,-89,-96,19,-26,-16,94,-12,-46,-77,-59,-85,-26,-44,25,-99,-73,67
38,92,41,-60,-88,-3,-20,62,87,-42,89,-97,-18,-62,-35,56,5,-50,96,8,-81,63,7,-25,-2,-98,16,-48,30,45,-82,82,-57,-34,17,13,14,37,-45,-45,-86,-37,-76,19,34,27,15,-5,99,-46
80,-68,-83,-78,96,100,-62,94,15,37,-44,76,55,26,31,100,47,-70,0,-34,-85,-96,19,11,-84,39,-95,-11,-21,-45,5,-81,23,56,-26,-48,57,30,58,50,8,69,24,-92,-85,21,-39,-40,65,-23
-70,3,50,-17,-39,-51,-24,-94,-62,-42,-75,30,48,60,94,-27,87,-23,66,24,-62,7,-88,18,-30,-77,-99,-84,18,-56,52,84,63,93,57,35,-65,63,48,18,-61,-54,-6,-66,65,-44,-15,-99,67,27
15,-91,-44,-25,-5,-8,-32,69,10,-48,80,51,37,73,-38,-89,42,-54,-86,63,49,79,-27,13,-69,51,30,16,82,100,-89,68,40,-71,58,62,-69,56,89,-91,74,13,23,-68,-28,73,-21,13,93,7
-67,65,-44,-94,38,-69,-87,-9,88,-76,-91,54,-40,-86,-67,-38,33,-70,-21,61,46,-36,4,-88,23,56,-98,31,-85,-89,-44,61,86,-52,32,-31,45,5,-52,-50,-49,-68,54,-8,-27,56,-76,18,-43,-81
-24,-94,35,-99,-40,-9,50,-20,27,-98,-2,56,81,30,-56,60,72,-85,1,94,-34,-39,-60,-51,69,9,23,73,-15,-12,-64,-24,-61,-1,-10,-39,80,38,-46,93,-80,22,-64,-61,-99,40,27,-38,88,94
54,35,13,-20,-49,-2,45,-37,45,21,-51,94,-52,56,69,93,-11,46,45,-2,-69,-69,-75,23,86,-74,69,32,8,41,-6,-40,83,-42,-15,51,15,-61,-38,95,-74,94,100,81,-62,67,-60,-30,55,-12
-55,-10,-11,41,-42,-44,73,-53,-98,-32,-60,-40,-34,25,36,44,-72,-50,34,9,24,70,91,-25,-78,34,85,29,-72,-88,-7,46,-72,77,-48,-31,-99,99,-29,-69,-44,91,74,-80,11,76,30,-43,-31,-92
37,-21,23,-44,95,-78,-57,22,-9,51,-45,94,76,52,9,-80,-7,66,-43,32,92,-72,87,-71,-55,71,36,96,12,85,-67,32,-69,-75,32,-79,67,-60,-77,37,5,-63,-72,-29,75,-57,31,74,-57,-94
-20,-60,69,65,98,-64,-68,-29,26,-53,-77,-10,-11,83,-88,-82,-56,63,84,46,-4,-42,-40,63,-98,88,-47,-21,-26,-65,85,-98,90,89,-47,23,61,83,73,-65,-63,65,-15,21,-81,-12,21,90,5,-88
-58,-49,-91,23,12,37,95,3,-9,20,-66,-47,63,-6,58,-50,-11,-41,-21,-17,39,100,-11,-79,-47,-11,-63,6,-50,-27,-72,49,-96,14,36,34,-49,40,25,-16,72,-83,87,-48,-56,-81,4,1,-17,-36
-69,-65,57,-97,-27,-70,98,-51,-80,23,78,-55,32,60,-95,88,-49,-10,6,50,43,85,-11,-98,-73,-67,-51,96,96,69,61,49,-23,86,56,68,77,79,-89,42,-54,10,-33,-53,-50,-22,-16,-1,-30,-98
38,66,-41,79,31,81,87,-42,-100,-2,50,19,-78,-55,-98,-14,-90,-17,-24,-17,-93,-79,-27,-61,64,-36,81,87,95,97,-80,75,-67,96,94,6,-20,80,-24,-42,-84,-59,-59,-45,-98,-4,82,-83,-62,38
-19,65,-90,12,-99,1,86,-33,-76,89,-69,-80,54,77,-72,-67,-24,-18,-28,93,-96,10,36,43,9,4,-22,44,-16,51,-6,68,-66,-47,98,69,64,-24,-34,-89,-47,74,58,-54,-46,34,-99,-21,-73,52
